"","Variable.code","Unit","Country.code","Country","Dataset_type","Classification","Classification.code","Definition","Sector.code","Description","Year","Value"
"395","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2015,"-"
"396","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2016,"-"
"397","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1995,"-"
"398","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1996,"-"
"399","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1997,"-"
"400","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1998,"-"
"401","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1999,"-"
"402","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2000,"-"
"403","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2001,"-"
"404","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2002,"-"
"405","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2003,"-"
"406","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2004,"-"
"407","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2005,"-"
"408","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2006,"-"
"409","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2007,"-"
"410","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2008,"4108,46972055669"
"411","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2009,"4859,86178614609"
"412","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2010,"4471,08246350974"
"413","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2011,"4484,29047384407"
"414","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2012,"4818,43054789369"
"415","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2013,"4810,15562017034"
"416","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2014,"5210,6074602641"
"417","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2015,"-"
"418","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2016,"-"
"419","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1995,"-"
"420","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1996,"-"
"421","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1997,"-"
"422","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1998,"-"
"423","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1999,"-"
"424","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2000,"-"
"425","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2001,"-"
"426","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2002,"-"
"427","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2003,"-"
"428","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2004,"-"
"429","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2005,"-"
"430","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2006,"-"
"431","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2007,"-"
"432","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2008,"7584,71424336984"
"433","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2009,"7639,76262965503"
"434","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2010,"7739,06405257043"
"435","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2011,"11251,1981202947"
"436","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2012,"12796,9121571966"
"437","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2013,"15085,9144023838"
"438","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2014,"15483,9332777838"
"439","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2015,"-"
"440","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2016,"-"
"441","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",1995,"-"
"442","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",1996,"-"
"443","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",1997,"-"
"444","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",1998,"-"
"445","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",1999,"-"
"446","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2000,"-"
"447","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2001,"-"
"448","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2002,"-"
"449","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2003,"-"
"450","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2004,"-"
"451","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2005,"-"
"452","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2006,"-"
"453","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2007,"-"
"454","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2008,"1819,69079888624"
"455","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2009,"2412,02545374842"
"456","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2010,"2169,39633850916"
"457","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2011,"3136,96310260428"
"458","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2012,"2871,06456070963"
"459","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2013,"3271,47528484478"
"460","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2014,"3348,7673641998"
"461","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2015,"-"
"462","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2016,"-"
"463","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1995,"-"
"464","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1996,"-"
"465","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1997,"-"
"466","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1998,"-"
"467","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1999,"-"
"468","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2000,"-"
"469","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2001,"-"
"470","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2002,"-"
"471","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2003,"-"
"472","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2004,"-"
"473","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2005,"-"
"474","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2006,"-"
"475","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2007,"-"
"476","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2008,"589,149057436067"
"477","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2009,"677,151159913175"
"478","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2010,"964,845407378487"
"479","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2011,"1082,09758998675"
"480","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2012,"1415,43719255782"
"481","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2013,"1891,54409558564"
"482","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2014,"1881,14939026842"
"483","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2015,"-"
"484","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2016,"-"
"485","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1995,"-"
"486","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1996,"-"
"487","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1997,"-"
"488","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1998,"-"
"489","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1999,"-"
"490","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2000,"-"
"491","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2001,"-"
"492","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2002,"-"
"493","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2003,"-"
"494","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2004,"-"
"495","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2005,"-"
"496","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2006,"-"
"497","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2007,"-"
"498","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2008,"480,356397070282"
"499","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2009,"424,138853503185"
"500","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2010,"442,322432453477"
"501","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2011,"447,541078052245"
"502","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2012,"453,430382718948"
"503","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2013,"432,196625945317"
"504","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2014,"371,074074074074"
"505","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2015,"-"
"506","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2016,"-"
"507","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1995,"-"
"508","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1996,"-"
"509","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1997,"-"
"510","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1998,"-"
"511","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1999,"-"
"512","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2000,"-"
"513","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2001,"-"
"514","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2002,"-"
"515","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2003,"-"
"516","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2004,"-"
"517","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2005,"-"
"518","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2006,"-"
"519","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2007,"-"
"520","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2008,"114,920367773103"
"521","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2009,"103,735031847134"
"522","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2010,"86,4107295803161"
"523","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2011,"53,5587562149791"
"524","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2012,"69,3214369570322"
"525","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2013,"73,2079697498546"
"526","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2014,"98,9927628778204"
"527","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2015,"-"
"528","GVA","Millions of current euros","DE","Germany","Nowcasted Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2016,"-"
"529","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1995,"58215,9674965195"
"530","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1996,"56983,5628896723"
"531","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1997,"60757,5655269033"
"532","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1998,"67584,7179533346"
"533","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1999,"69082,8213698479"
"534","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2000,"75547,5376387091"
"535","GVA","Millions of current euros","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2001,"79602,383916653"
